5 Passage Bullourde, Paris, France, 75011, 48.841463, 2.3614006
85 RUE DU GENERAL DE GAULLE, Troyes, France, 10000, 48.297127, 4.069168
83 RUE DU GENERAL DE GAULLE, Troyes, France, 10000, 48.297172, 4.069397
134 AVENUE DU GENERAL DE GAULLE, Troyes, France, 10000, 48.29736, 4.069646
34 RUE DE STRASBOURG, Carcassonne, France, 11000, 43.214822, 2.356917
28 BOULEVARD JEAN-JAURES, Carcassonne, France, 11000, 43.214898, 2.354735
40 BD DU GENERAL DE GAULLE, Narbonne, France, 11100, 43.184566, 3.00873
19 BD DU GENERAL DE GAULLE, Narbonne, France, 11100, 43.186118, 3.009485
BOULEVARD DE GUIZARD, Rodez, France, 12000, 44.349064, 2.572543
BD PIERRE BENOIT, Rodez, France, 12000, 44.349161, 2.571935
2 BOULEVARD DE L AYROLLE, Millau, France, 12100, 44.099216, 3.077553
PLACE MONTHYON, Marseille, France, 13006, 43.286265, 5.383861
45 BOULEVARD PAUL PEYTRAL, Marseille, France, 13006, 43.289867, 5.378817
22-24 RUE DE BRETEUIL, Marseille, France, 13006, 43.290115, 5.375836
6 RUE JOSEPH AUTRAN, Marseille, France, 13006, 43.291025, 5.37384
2 RUE EMILE POLLAK, Marseille, France, 13006, 43.291137, 5.374258
6 RUE RIGORD, Marseille, France, 13007, 43.291506, 5.370844
38 COURS MIRABEAU, Aix En Provence, France, 13100, 43.526701, 5.448525
40 BOULEVARD CARNOT, Aix En Provence, France, 13100, 43.527333, 5.455982
20 PLACE DE VERDUN, Aix En Provence, France, 13100, 43.528063, 5.451101
RUE GAUFFREDY, Aix En Provence, France, 13100, 43.530085, 5.439982
32A BOULEVARD EMILE ZOLA, Aix En Provence, France, 13100, 43.532742, 5.453947
28 ALLEE DU GL JENNINGS KILMAINE, Tarascon, France, 13150, 43.800912, 4.66147
41 RUE DE LA REPUBLIQUE, Arles, France, 13200, 43.676318, 4.626766
481 BOULEVARD DE LA REPUBLIQUE, Salon De Provence, France, 13300, 43.640426, 5.089031
AVENUE DE VERDUN, Aubagne, France, 13400, 43.28792, 5.578374
PLACE DE LA LIBERATION, Martigues, France, 13500, 43.404974, 5.05455
40 AVENUE DE LA PAIX, Martigues, France, 13500, 43.405754, 5.047221
3-5 RUE ARTHUR LEDUC, Caen, France, 14000, 49.177555, -0.359219
PLACE GAMBETTA, Caen, France, 14000, 49.179202, -0.364926
11 RUE DUMONT D URVILLE, Caen, France, 14000, 49.183472, -0.348159
11 RUE D ORIVAL, Lisieux, France, 14100, 49.137523, 0.22866
49 RUE DE PARIS, Lisieux, France, 14100, 49.147184, 0.233427
3 RUE DES TRIBUNAUX, St Omer, France, 14220, 50.748124, 2.253435
2 RUE DE L ECU D ARTOIS, St Omer, France, 14220, 50.752902, 2.250651
4 RUE RAYMOND BERTHOUT, Vire Normandie, France, 14500, 48.781639, -0.818969
21 PLACE DU SQUARE, Aurillac, France, 15000, 44.928871, 2.44274
1 RUE DU THEATRE, St Flour, France, 15100, 45.033173, 3.090935
13 RUE PLACE DU CHAMPS DE MARS, Angouleme, France, 16000, 45.649157, 0.162185
PLACE FRANCIS LOUVEL, Angouleme, France, 16000, 45.649389, 0.15417
3 RUE PIERRE MARTIN CIVAT, Cognac, France, 16100, 45.692032, -0.328175
6 RUE EUGENE THOMAS, La Rochelle, France, 17000, 46.156034, -1.145661
14 RUE DU PALAIS, La Rochelle, France, 17000, 46.159242, -1.153804
10 RUE DU PALAIS, La Rochelle, France, 17000, 46.159671, -1.153676
67 RUE DE JERICHO, La Rochelle, France, 17000, 46.167164, -1.166461
SQUARE MARECHAL FOCH, Saintes, France, 17100, 45.741697, -0.643238
2 IMPASSE DES CORDELIERS, Saintes, France, 17100, 45.747954, -0.634401
8 IMPASSE DES CORDELIERS, Saintes, France, 17100, 45.748475, -0.634364
26 RUE ANTOINE CHANZY, Rochefort, France, 17300, 45.940954, -0.959112
35 RUE DES CARMES, Jonzac, France, 17500, 45.442765, -0.43469
8 RUE DES ARENES, Bourges, France, 18000, 47.084881, 2.392876
1 PLACE HENRI MIRPIED, Bourges, France, 18000, 47.086254, 2.392874
1 RUE DU GENERAL FERRIE, Bourges, France, 18000, 47.092114, 2.393709
11 COURS MANUEL, St Amand Montrond, France, 18200, 46.720845, 2.505592
RUE DU PALAIS, Chaumont, France, 18350, 48.112457, 5.137418
QUAI GABRIEL PERI, Tulle, France, 19000, 45.264544, 1.770049
9 QUAI GABRIEL PERI, Tulle, France, 19000, 45.265574, 1.770556
1 QUAI GABRIEL PERI, Tulle, France, 19000, 45.266148, 1.771071
BOULEVARD DU MARECHAL LYAUTEY, Brive La Gaillarde, France, 19100, 45.156715, 1.532468
6 RUE SAINT BERNARD, Brive La Gaillarde, France, 19100, 45.157549, 1.531401
4 BOULEVARD MASSERIA, Ajaccio, France, 20090, 41.925679, 8.73697
AVENUE DU MARECHAL LYAUTEY, Ajaccio, France, 20090, 41.929872, 8.733393
CHEMIN DE LORETO, Ajaccio, France, 20090, 41.93184, 8.732546
10 BOULEVARD AUGUSTE GAUDIN, Bastia, France, 20200, 42.69467, 9.448439
ROND-POINT DE MORO GIAFFERI, Bastia, France, 20200, 42.695637, 9.446524
VILLA MONTEPIANO, Bastia, France, 20200, 42.7021365, 9.4507475
8 RUE AMIRAL ROUSSIN, Dijon, France, 21000, 47.320421, 5.041711
22 RUE D ASSAS, Dijon, France, 21000, 47.324463, 5.043314
13 BOULEVARD CLEMENCEAU, Dijon, France, 21000, 47.327804, 5.048393
2 RUE DU TRIBUNAL, Beaune, France, 21200, 47.023245, 4.839338
6 AVENUE FOCH, Montbard, France, 21500, 47.620894, 4.336724
17 RUE PARMENTIER, St Brieuc, France, 22000, 48.508721, -2.751889
6 BIS ALLEE MARIE LE VAILLANT, St Brieuc, France, 22000, 48.51274, -2.758251
PARC DES PROMENADES, St Brieuc, France, 22000, 48.513306, -2.758313
2 BOULEVARD DE SEVIGNE, St Brieuc, France, 22000, 48.513306, -2.758313
ALLEE DES PROMENADES, St Brieuc, France, 22000, 48.522801, -2.733951
11 PLACE DUGUESCLIN, Dinan, France, 22100, 48.451195, -2.044494
20 PLACE DUGUESCLIN, Dinan, France, 22100, 48.4518, -2.043741
38 PLACE DU CENTRE, Guingamp, France, 22200, 48.562788, -3.152159
2 RUE DES TANNERIES, Gueret, France, 23000, 46.168774, 1.872564
23 PLACE BONNYAUD, Gueret, France, 23000, 46.168809, 1.872084
4 RUE DE L ANCIENNE MAIRIE, Gueret, France, 23000, 46.169997, 1.869163
5 RUE MALEVILLE, Perigueux, France, 24000, 45.181838, 0.720719
19 BIS BOULEVARD MONTAIGNE, Perigueux, France, 24000, 45.18581, 0.720284
12 BIS PLACE DU GENERAL LECLERC, Perigueux, France, 24000, 45.186476, 0.719809
3 PLACE YVES GUENA, Perigueux, France, 24000, 45.187416, 0.721458
PLACE DE LA REPUBLIQUE, Bergerac, France, 24100, 44.846979, 0.482004
6 RUE DES CARMES, Bergerac, France, 24100, 44.853434, 0.48671
6 BIS RUE DES CARMES, Bergerac, France, 24100, 44.853608, 0.486956
PLACE DE LA GRANDE RIGAUDIE, Sarlat La Caneda, France, 24200, 44.891418, 1.215458
30 RUE CHARLES NODIER, Besancon, France, 25000, 47.231889, 6.025384
1 RUE MEGEVAND, Besancon, France, 25000, 47.236676, 6.022476
1 TER RUE DELAVELLE, Besancon, France, 25000, 47.243166, 6.028185
RUE WOLFGANG AMADEUS MOZART, Montbeliard, France, 25200, 47.500306, 6.799474
1 PLACE VILLINGEN SCHWENNINGEN, Pontarlier, France, 25300, 46.901341, 6.353713
2 PLACE DU PALAIS, Valence, France, 26000, 44.931592, 4.892187
2 PLACE SIMONE VEIL, Valence, France, 26000, 44.933467, 4.891294
7 AVENUE DE VERDUN, Valence, France, 26000, 44.937838, 4.897285
2-4 RUE SABATON, Romans Sur Isere, France, 26100, 45.042472, 5.05131
PLACE JULES NADI, Romans Sur Isere, France, 26100, 45.044178, 5.051969
PLACE EMILE LOUBET, Montelimar, France, 26200, 44.557095, 4.749479
30 RUE JOSEPHINE, Evreux, France, 27000, 49.023778, 1.143814
4 BIS RUE DE VERDUN, Evreux, France, 27000, 49.023855, 1.146266
7 RUE DE LA PETITE CITE, Evreux, France, 27000, 49.025202, 1.149696
19 BOULEVARD DUBUS, Bernay, France, 27300, 49.087569, 0.596881
PLACE GUSTAVE HEON, Bernay, France, 27300, 49.089424, 0.597734
11 RUE DES PENITENTS, Louviers, France, 27400, 49.212801, 1.172566
82 AVENUE DU MARECHAL MAUNOURY, Chartres, France, 28000, 48.436612, 1.479665
22 BOULEVARD CHASLES, Chartres, France, 28000, 48.442704, 1.484527
5 RUE MATHURIN REGNIER, Chartres, France, 28000, 48.443304, 1.487463
6 RUE DU PALAIS DE JUSTICE, Chartres, France, 28000, 48.449142, 1.486687
3 RUE SAINT-JACQUES, Chartres, France, 28000, 48.450068, 1.48612
2 PLACE ANATOLE FRANCE, Dreux, France, 28100, 48.736259, 1.363997
PLACE CAP DE LA MADELEINE, Chateaudun, France, 28200, 48.07482, 1.344723
48 A QUAI DE L ODET, Quimper, France, 29000, 47.992522, -4.109357
23 RUE PALAIS, Quimper, France, 29000, 47.993692, -4.109719
32 RUE DE DENVER, Brest, France, 29200, 48.384433, -4.485484
150 RUE ERNEST HEMINGWAY, Brest, France, 29200, 48.385528, -4.478074
6 ALLEE DU POAN BEN, Morlaix, France, 29600, 48.576512, -3.823123
16 AVENUE FEUCHERES, Nimes, France, 30000, 43.832568, 4.3652
12 RUE CITE FOULC, Nimes, France, 30000, 43.832839, 4.360417
5 AVENUE FEUCHERES, Nimes, France, 30000, 43.833575, 4.364513
46 RUE PORTE DE FRANCE, Nimes, France, 30000, 43.834712, 4.356702
BOULEVARD DE LA LIBERATION, Nimes, France, 30000, 43.835373, 4.361769
BOULEVARD DES ARENES, Nimes, France, 30000, 43.835382, 4.359208
3 PLACE HENRI BARBUSSE, Ales, France, 30100, 44.124409, 4.080712
54 RUE DE LA PAIX ET DES ARTS, St Nazaire, France, 30200, 47.27792, -2.21521
7 RUE DU PALAIS, St Nazaire, France, 30200, 47.278167, -2.214436
77 RUE ALBERT DE MUN, St Nazaire, France, 30200, 47.27884, -2.21478
PLACE DE L EVECHE, Uzes, France, 30700, 44.012128, 4.421896
10 PLACE DU SALIN, Toulouse, France, 31000, 43.594208, 1.444874
2 ALLEE JULES GUESDE, Toulouse, France, 31000, 43.594266, 1.447969
40 AVENUE CAMILLE PUJOL, Toulouse, France, 31000, 43.601078, 1.460843
PLACE DE LA BOURSE, Toulouse, France, 31000, 43.601324, 1.442143
6 RUE ANTOINE DEVILLE, Toulouse, France, 31000, 43.60587, 1.439252
68 RUE RAYMOND IV, Toulouse, France, 31000, 43.612311, 1.451532
58 RUE CLEMENT ADER, Muret, France, 31600, 43.46099, 1.326202
PLACE DU PALAIS, St Gaudens, France, 31800, 43.107855, 0.721841
4 PLACE DU MARECHAL LANNES, Auch, France, 32000, 43.636855, 0.584452
ALLEE D ETIGNY, Auch, France, 32000, 43.645682, 0.582515
RUE VICTOR HUGO, Auch, France, 32000, 43.652478, 0.573859
PLACE LANNELONGUE, Condom, France, 32100, 43.958485, 0.372068
180 RUE LECOCQ, Bordeaux, France, 33000, 44.831881, -0.592221
9 RUE TASTET, Bordeaux, France, 33000, 44.835401, -0.581414
30 RUE DES FRERES BONIE, Bordeaux, France, 33000, 44.836555, -0.580363
19 PLACE DE LA BOURSE, Bordeaux, France, 33000, 44.84198, -0.570232
17 COURS DE VERDUN, Bordeaux, France, 33000, 44.846447, -0.577331
PLACE LUCIEN DE GRACIA, Arcachon, France, 33120, 44.660969, -1.170823
22 RUE THIERS, Libourne, France, 33500, 44.913838, -0.244498
36 RUE VICTOR HUGO, Libourne, France, 33500, 44.915643, -0.246177
9 RUE DE TARRAGONE, Montpellier, France, 34000, 43.604607, 3.88624
PLACE PIERRE FLOTTE, Montpellier, France, 34000, 43.610477, 3.868667
6 RUE PITOT, Montpellier, France, 34000, 43.612084, 3.870668
1 RUE DU MARECHAL FOCH, Montpellier, France, 34000, 43.612199, 3.872841
PLAN JOSEPH SOULET, Sete, France, 34200, 43.40638, 3.693866
220 AVENUE MARECHAL JUIN, Sete, France, 34200, 43.40692, 3.70373
93 AVENUE DU PRESIDENT WILSON, Beziers, France, 34500, 43.335737, 3.226856
7 RUE PIERRE ABELARD, Rennes, France, 35000, 48.105046, -1.68734
2 PLACE DE LA ROTONDE, Rennes, France, 35000, 48.107126, -1.687026
PLACE DU PARLEMENT DE BRETAGNE, Rennes, France, 35000, 48.112325, -1.677817
3 CONTOUR DE LA MOTTE, Rennes, France, 35000, 48.112929, -1.675477
5 PLACE ARISTIDE BRIAND, Fougeres, France, 35300, 48.354327, -1.201358
2 RUE TOULIER, St Malo, France, 35400, 48.645745, -2.009682
49 AVENUE ARISTIDE BRIAND, St Malo, France, 35400, 48.649032, -1.997781
1 PLACE SAINT-AARON, St Malo, France, 35400, 48.650314, -2.02622
1 RUE DE LA CROIX DESILLES, St Malo, France, 35400, 48.65312, -1.972684
3 RUE JOSEPH DESMARS, Redon, France, 35600, 47.65115, -2.082297
PLACE LUCIEN GERMEREAU, Chateauroux, France, 36000, 46.808977, 1.693542
11 RUE PAUL LOUIS COURIER, Chateauroux, France, 36000, 46.809349, 1.692105
35 RUE EDOUARD VAILLANT, Tours, France, 37000, 47.386422, 0.698308
2 RUE ADOLPHE DENNERY, Tours, France, 37000, 47.388681, 0.698096
2 PLACE JEAN-JAURES, Tours, France, 37000, 47.390085, 0.689781
12 RUE BERTHELOT, Tours, France, 37000, 47.394918, 0.68813
2 PLACE DE VERDUN, Grenoble, France, 38000, 45.188648, 5.73107
PLACE FIRMIN GAUTIER, Grenoble, France, 38000, 45.1906, 5.711529
28 BIS AVENUE GENERAL LECLERC, Vienne, France, 38200, 45.513712, 4.866273
16 PLACE CHARLES DE GAULLE, Vienne, France, 38200, 45.52589, 4.874075
27-31 RUE DE BOURGOGNE, Vienne, France, 38200, 45.526101, 4.873337
10 RUE DU TRIBUNAL, Bourgoin Jallieu, France, 38300, 45.586741, 5.277064
2 AVENUE HENRI BARBUSSE, Bourgoin Jallieu, France, 38300, 45.586786, 5.27673
43 BOULEVARD SAINT MICHEL, Bourgoin Jallieu, France, 38300, 45.589019, 5.27555
11 RUE PASTEUR, Lons Le Saunier, France, 39000, 46.673474, 5.556493
1 RUE DE BALERNE, Lons Le Saunier, France, 39000, 46.675702, 5.556445
295 RUE GEORGES TROUILLOT, Lons Le Saunier, France, 39000, 46.679091, 5.5554
13-15 COURS CLEMENCEAU, Dole, France, 39100, 47.091155, 5.487816
12 RUE ROSSET, St Claude, France, 39200, 46.388257, 5.865873
249 AVENUE DU COLONEL ROZANOFF, Mont De Marsan, France, 40000, 43.878167, -0.477606
68 BOULEVARD D HAUSSEZ, Mont De Marsan, France, 40000, 43.893551, -0.507713
3 AVENUE DUFAU, Mont De Marsan, France, 40000, 43.893685, -0.494963
7 PLACE PLANTE, Mont De Marsan, France, 40000, 43.895456, -0.502707
5 AVENUE DU 8 MAI 1945, Mont De Marsan, France, 40000, 43.90137, -0.474412
55 AVENUE VICTOR HUGO, Dax, France, 40100, 43.702722, -1.052582
RUE DES FUSILLES, Dax, France, 40100, 43.709743, -1.051515
15 RUE DU PERE BROTTIER, Blois, France, 41000, 47.589568, 1.336147
1 PLACE DE LA REPUBLIQUE, Blois, France, 41000, 47.589721, 1.333458
36 RUE DE LA RESISTANCE, St Etienne, France, 42000, 45.437177, 4.386428
2 RUE JACQUES DESGEORGES, St Etienne, France, 42000, 45.43896, 4.383638
60 AVENUE DE LA REPUBLIQUE, Lure, France, 42260, 47.686396, 6.494523
5 PLACE GEORGES CLEMENCEAU, Roanne, France, 42300, 46.03988, 4.072891
13 RUE DU PALAIS DE JUSTICE, Montbrison, France, 42600, 45.609654, 4.065375
4 RUE RICHOND DES BRUS, Le Puy En Velay, France, 43000, 45.037432, 3.884629
PLACE DUBREUIL, Le Puy En Velay, France, 43000, 45.04078, 3.885662
PLACE DU BREUIL, Le Puy En Velay, France, 43000, 45.041465, 3.883805
4 AVENUE DE LA DENTELLE, Le Puy En Velay, France, 43000, 45.041596, 3.888578
6 PLACE DU CLAUZEL, Le Puy En Velay, France, 43000, 45.043736, 3.883573
26 BOULEVARD VINCENT GACHE, Nantes, France, 44000, 47.206196, -1.546866
QUAI FRANCOIS MITTERRAND, Nantes, France, 44000, 47.208168, -1.560583
19 QUAI FRANCOIS MITTERRAND, Nantes, France, 44000, 47.208274, -1.561835
6 ALLEE DE L ILE GLORIETTE, Nantes, France, 44000, 47.211003, -1.557744
2 PLACE DE L EDIT DE NANTES, Nantes, France, 44000, 47.214665, -1.56767
28 RUE DE LA BRETONNERIE, Orleans, France, 45000, 47.904492, 1.90712
44 RUE DE LA BRETONNERIE, Orleans, France, 45000, 47.904747, 1.905647
7 RUE DES HUGUENOTS, Orleans, France, 45000, 47.905042, 1.907217
84 RUE DU GENERAL LECLERC, Montargis, France, 45200, 47.998876, 2.730099
BOULEVARD LEON GAMBETTA, Cahors, France, 46000, 44.441601, 1.439266
1 BOULEVARD JUSKIEWENSKI, Figeac, France, 46100, 44.60763, 2.031001
1050 BIS AVENUE DU DR JEAN BRU, Agen, France, 47000, 44.193776, 0.621995
AVENUE DE LATTRE DE TASSIGNY, Agen, France, 47000, 44.199514, 0.616566
PLACE ARMAND FALLIERES, Agen, France, 47000, 44.200114, 0.61667
14B RUE DIDEROT, Agen, France, 47000, 44.200922, 0.618878
6 RUE LOMET, Agen, France, 47000, 44.202192, 0.613077
1 PLACE DES DROITS DE L HOMME, Marmande, France, 47200, 44.500483, 0.163112
6 RUE DU GENERAL LAFON DE BLANIAC, Villeneuve Sur Lot, France, 47300, 44.407609, 0.705491
BOULEVARD HENRI BOURRILLON, Mende, France, 48000, 44.516558, 3.497604
39 BOULEVARD PIERRE DE COUBERTIN, Angers, France, 49000, 47.462502, -0.531945
RUE WALDECK ROUSSEAU, Angers, France, 49000, 47.471103, -0.544266
18 RUE PREBAUDELLE, Angers, France, 49100, 47.467535, -0.544437
19 RUE RENE ROUCHY, Angers, France, 49100, 47.479295, -0.546849
RUE FRANCOIS THARREAU, Cholet, France, 49300, 47.059554, -0.88158
PLACE SAINT-MICHEL, Saumur, France, 49400, 47.258094, -0.071841
32 RUE CROIX CANUET, St Lo, France, 50000, 49.11068, -1.097558
22 RUE DE L ANCIEN QUAI, Cherbourg En Cotentin, France, 50100, 49.637366, -1.624387
15 RUE DES TRIBUNAUX, Cherbourg En Cotentin, France, 50100, 49.637882, -1.623579
38 RUE FRANCOIS LA VIEILLE, Cherbourg En Cotentin, France, 50100, 49.641481, -1.625285
38 RUE TANCREDE, Coutances, France, 50200, 49.04882, -1.44428
10A RUE DU PALAIS DE JUSTICE, Coutances, France, 50200, 49.04908, -1.442694
RUE DU PALAIS DE JUSTICE, Coutances, France, 50200, 49.050071, -1.442745
67 RUE SAINT NICOLAS, Coutances, France, 50200, 49.051008, -1.443593
3 RUE GAMBETTA, Coutances, France, 50200, 49.051544, -1.443139
PLACE JEAN DE SAINT-AVIT, Avranches, France, 50300, 48.687594, -1.363527
2 RUE PERROT D ABLANCOURT, Chalons En Champagne, France, 51000, 48.958673, 4.362336
RUE PERROT D ABLANCOURT, Chalons En Champagne, France, 51000, 48.958811, 4.361766
2 QUAI EUGENE PERRIER, Chalons En Champagne, France, 51000, 48.958829, 4.361805
16 RUE DE TOUSSAINT, Chalons En Champagne, France, 51000, 48.958983, 4.359315
25 RUE DU LYCEE, Chalons En Champagne, France, 51000, 48.959322, 4.362467
201 RUE DES CAPUCINS, Reims, France, 51100, 49.245336, 4.036507
25 RUE CHANZY, Reims, France, 51100, 49.252441, 4.031951
1 PLACE MYRON HERRICK, Reims, France, 51100, 49.254432, 4.031636
PLACE MYRON HERRICK, Reims, France, 51100, 49.254557, 4.031474
55 RUE THIERS, Reims, France, 51100, 49.258149, 4.027209
1 AVENUE DE MIDDELKERKE, Epernay, France, 51200, 49.03672, 3.969299
6 RUE RAYMOND SAVIGNAC, Chaumont, France, 52000, 48.096026, 5.143297
23 RUE DU PALAIS, Chaumont, France, 52000, 48.112855, 5.136495
12 RUE DE LA COMMUNE DE PARIS, St Dizier, France, 52100, 48.635964, 4.947793
PLACE SAINT TUGAL, Laval, France, 53000, 48.069218, -0.773426
13 PLACE SAINT TUGAL, Laval, France, 53000, 48.069416, -0.773671
12 ALLEE DE LA CHARTRIE, Laval, France, 53000, 48.071414, -0.795585
RUE DU GENERAL FABVIER, Nancy, France, 54000, 48.677711, 6.17567
RUE DU MARECHAL JUIN, Nancy, France, 54000, 48.678935, 6.172137
5 PLACE DE LA CARRIERE, Nancy, France, 54000, 48.694642, 6.182104
3 RUE SUZANNE REGNAULT-GOUSSET, Nancy, France, 54000, 48.694744, 6.183152
6 RUE DU HAUT BOURGEOIS, Nancy, France, 54000, 48.698172, 6.177322
4 RUE DU MARECHAL FOCH, Val De Briey, France, 54150, 49.249274, 5.939175
PLACE DE L EGLISE, Val De Briey, France, 54150, 49.282216, 5.88919
7 RUE DU CHATEAU, Luneville, France, 54300, 48.593667, 6.49179
16-18 RUE DU COLONEL MERLIN, Longwy, France, 54400, 49.516162, 5.770001
29 PLACE SAINT-PIERRE, Bar Le Duc, France, 55000, 48.768353, 5.159077
27 PLACE SAINT-PIERRE, Bar Le Duc, France, 55000, 48.768422, 5.15907
21 PLACE SAINT-PIERRE, Bar Le Duc, France, 55000, 48.768787, 5.159074
21-25 PLACE SAINT-PIERRE, Bar Le Duc, France, 55000, 48.768787, 5.159074
5 RUE FRANCOIS DE GUISE, Bar Le Duc, France, 55000, 48.771371, 5.157498
14 RUE RICHEMONT, Vannes, France, 56000, 47.655842, -2.761862
22 PLACE DE LA REPUBLIQUE, Vannes, France, 56000, 47.656126, -2.761476
19 RUE DES TRIBUNAUX, Vannes, France, 56000, 47.657119, -2.761128
1 RUE MAITRE ESVELIN, Lorient, France, 56100, 47.74539, -3.363281
RUE MAITRE ESVELIN, Lorient, France, 56100, 47.745722, -3.362844
3 RUE BENJAMIN DELESSERT, Lorient, France, 56100, 47.746902, -3.36756
39 RUE DE LA VILLENEUVE, Lorient, France, 56100, 47.753283, -3.377003
10 RUE GEORGES COLLIER, Lorient, France, 56100, 47.754109, -3.364184
31 RUE DU CAMBOUT, Metz, France, 57000, 49.114345, 6.181822
3 RUE HAUTE PIERRE, Metz, France, 57000, 49.116846, 6.171141
RUE HAUTE-PIERRE, Metz, France, 57000, 49.117068, 6.171445
12 ALLEE RAYMOND POINCARE, Thionville, France, 57100, 49.356796, 6.162972
QUAI PIERRE MARCHAL, Thionville, France, 57100, 49.357849, 6.169283
PLACE DU GENERAL SIBILLE, Sarreguemines, France, 57200, 49.108755, 7.068458
52 AVENUE CLEMENCEAU, Sarrebourg, France, 57400, 48.732748, 7.055586
37 AVENUE CLEMENCEAU, St Avold, France, 57500, 49.107285, 6.704914
3 AVENUE SAINT-REMY, Forbach, France, 57600, 49.18914, 6.903503
19 RUE ST MARTIN, Nevers, France, 58000, 46.989241, 3.159507
6 RUE GAMBETTA, Nevers, France, 58000, 46.989857, 3.159768
PLACE EMILE ZOLA, Clamecy, France, 58500, 47.459787, 3.521129
5 RUE GEOFFROY SAINT-HILAIRE, Lille, France, 59000, 50.62343, 3.062746
13 AVENUE DU PEUPLE BELGE, Lille, France, 59000, 50.6447, 3.06227
45 RUE DU GRAND CHEMIN, Roubaix, France, 59100, 50.691673, 3.166288
18 QUAI AU BOIS, Dunkerque, France, 59140, 51.030458, 2.373249
16 RUE DU SUD, Dunkerque, France, 59140, 51.032387, 2.3779
